central_bank,country,year,currency_code,topic_other,topic_international,topic_macro,topic_financial,topic_monetary,topic_fiscal,topic_climate,share_descriptive,share_normative,normative_other,normative_international,normative_macro,normative_financial,normative_monetary,normative_fiscal,normative_climate,monetary_dominance,financial_dominance,fiscal_dominance,monetary_fiscal_coordination,monetary_financial_coordination,financial_dom_or_corp,fiscal_dom_or_corp,number_of_speeches,number_of_sentences,inflation,democracy_ind,polarization_ind,spread,advanced,gdp_real_ppp_capita,fiscal_crisis
bank of algeria,DZA,2013,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.032550160267779384,0,0,,0,11082.337,0
bank of algeria,DZA,2014,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.029169269206745885,0,0,,0,11263.186,0
bank of algeria,DZA,2015,DZD,0.0125,0.0375,0.0375,0.725,0.075,0.1125,0,0.775,0.225,1,0,0.6666666666666666,0.25862068965517243,0,0,,0.0851063829787234,0.2553191489361702,0.06382978723404255,0.06382978723404255,0.5319148936170213,0.7872340425531915,0.1276595744680851,1,80,0.04784244704739929,0,0,,0,11431.788,0
bank of algeria,DZA,2016,DZD,0.04938271604938271,0.012345679012345678,0.14814814814814814,0.48148148148148145,0.14814814814814814,0.16049382716049382,0,0.8024691358024691,0.19753086419753085,0.5,0,0.25,0.10256410256410256,0.25,0.3076923076923077,,0.022222222222222223,0.28888888888888886,0.044444444444444446,0.3111111111111111,0.3333333333333333,0.6222222222222222,0.35555555555555557,1,81,0.0639780368716444,0,0,,0,11545.393,
bank of algeria,DZA,2017,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.05591211710461127,0,0,,0,11458.695,
bank of algeria,DZA,2018,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.04270247976491203,0,0,,0,11362.794,
bank of algeria,DZA,2019,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.01951516170341109,0,1,,0,11252.835,
bank of algeria,DZA,2020,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.024151309408341506,0,0,,0,10574.954,
bank of algeria,DZA,2021,DZD,0.3114754098360656,0.14754098360655737,0.22950819672131148,0.04918032786885246,0.16393442622950818,0.08196721311475409,0.01639344262295082,0.639344262295082,0.36065573770491804,0.42105263157894735,0.4444444444444444,0.21428571428571427,0,0.4,0.4,1,0,0,0.5333333333333333,0.4,0.06666666666666667,0.06666666666666667,0.9333333333333333,2,61,0.07226063074154745,0,0,,0,10756.482,
bank of algeria,DZA,2022,DZD,0.30985915492957744,0.19718309859154928,0.1267605633802817,0.04225352112676056,0.11267605633802817,0.014084507042253521,0.19718309859154928,0.6338028169014085,0.36619718309859156,0.4090909090909091,0.42857142857142855,0.3333333333333333,0,0.375,0,0.35714285714285715,0.1875,0.1875,0,0.4375,0.1875,0.375,0.4375,2,71,0.09267355590885008,0,0,,0,10897.173,
bank of algeria,DZA,2023,DZD,,,,,,,,,,,,,,,,,,,,,,,,,,0.08059007780135394,,,,0,11018.37,
bank of botswana,BWA,1997,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.08899656609253888,1,0,,0,10838.753,0
bank of botswana,BWA,1998,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.06509709100879925,1,0,,0,10442.561,0
bank of botswana,BWA,1999,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.07816796751582676,1,0,,0,11068.848,0
bank of botswana,BWA,2000,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.08534030845371565,1,0,,0,11346.257,0
bank of botswana,BWA,2001,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.06564999999999997,1,0,,0,11382.363,0
bank of botswana,BWA,2002,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.08027025758926479,1,0,,0,12002.37,0
bank of botswana,BWA,2003,BWP,0.07017543859649122,0.03508771929824561,0.14912280701754385,0.03508771929824561,0.6491228070175439,0.06140350877192982,0,0.7368421052631579,0.2631578947368421,0.375,0,0.17647058823529413,0,0.2702702702702703,0.5714285714285714,,0.675,0,0.0375,0.2625,0.025,0.025,0.3,1,114,0.09184409176591174,1,0,,0,12429.31,0
bank of botswana,BWA,2004,BWP,0.4025157232704403,0.03773584905660377,0.14465408805031446,0.13836477987421383,0.20125786163522014,0.07547169811320754,0,0.6729559748427673,0.3270440251572327,0.359375,0.16666666666666666,0.34782608695652173,0.13636363636363635,0.4375,0.25,,0.39622641509433965,0.07547169811320754,0.09433962264150944,0.2641509433962264,0.16981132075471697,0.24528301886792453,0.3584905660377358,1,159,0.06987716004200746,1,0,,0,12384.535,0
bank of botswana,BWA,2005,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.08610522401933451,1,0,,0,12768.712,0
bank of botswana,BWA,2006,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.11553261122598488,1,0,,0,13287.225,1
bank of botswana,BWA,2007,BWP,0.48514851485148514,0.297029702970297,0.06930693069306931,0.019801980198019802,0.1188118811881188,0.009900990099009901,0,0.5841584158415841,0.4158415841584158,0.5102040816326531,0.3,0.2857142857142857,0,0.4166666666666667,1,,0,0,0,0.5,0.5,0.5,0.5,1,101,0.0707735932436414,1,0,,0,13783.379,0
bank of botswana,BWA,2008,BWP,0.2845528455284553,0.032520325203252036,0.06504065040650407,0.3008130081300813,0.3089430894308943,0.008130081300813009,0,0.6260162601626016,0.37398373983739835,0.6,0,0.25,0.32432432432432434,0.2631578947368421,1,,0.6666666666666666,0.0392156862745098,0,0.11764705882352941,0.17647058823529413,0.21568627450980393,0.11764705882352941,2,123,0.12623023174499448,1,0,,0,13945.599,0
bank of botswana,BWA,2009,BWP,0.2457627118644068,0.1228813559322034,0.1694915254237288,0.13135593220338984,0.2711864406779661,0.05084745762711865,0.00423728813559322,0.7457627118644068,0.2542372881355932,0.5172413793103449,0.13793103448275862,0.075,0.0967741935483871,0.28125,0.08333333333333333,1,0.45454545454545453,0.125,0.11363636363636363,0.20454545454545456,0.10227272727272728,0.22727272727272727,0.3181818181818182,3,236,0.08108163130277234,1,0,,0,11729.565,0
bank of botswana,BWA,2010,BWP,0.32786885245901637,0.01639344262295082,0.10655737704918032,0.24180327868852458,0.2336065573770492,0.06147540983606557,0.012295081967213115,0.6844262295081968,0.3155737704918033,0.4375,0,0.15384615384615385,0.2542372881355932,0.2807017543859649,0.4,0.3333333333333333,0.40860215053763443,0.1827956989247312,0.13978494623655913,0.11827956989247312,0.15053763440860216,0.3333333333333333,0.25806451612903225,3,244,0.06949701523454418,1,0,,0,12653.371,0
bank of botswana,BWA,2011,BWP,0.6474820143884892,0.05755395683453238,0.17985611510791366,0.03597122302158273,0.02158273381294964,0.05755395683453238,0,0.6690647482014388,0.33093525179856115,0.35555555555555557,0.25,0.4,0,0,0.25,,0,0,0.375,0.375,0.25,0.25,0.75,2,139,0.08472800584573935,1,0,,0,13250.251,0
bank of botswana,BWA,2012,BWP,0.09615384615384616,0.07692307692307693,0.11538461538461539,0.08653846153846154,0.5576923076923077,0.0673076923076923,0,0.8173076923076923,0.18269230769230768,0.2,0.125,0.08333333333333333,0,0.2413793103448276,0.14285714285714285,,0.6551724137931034,0.034482758620689655,0.05172413793103448,0.13793103448275862,0.1206896551724138,0.15517241379310345,0.1896551724137931,1,104,0.07537476361688479,1,0,,0,12975.948,0
bank of botswana,BWA,2013,BWP,0.3488372093023256,0.015503875968992248,0.046511627906976744,0.5581395348837209,0.023255813953488372,0.007751937984496124,0,0.6666666666666666,0.3333333333333333,0.37777777777777777,0.5,0.6666666666666666,0.2638888888888889,0.6666666666666666,0,,0,0.34615384615384615,0,0.11538461538461539,0.5384615384615384,0.8846153846153846,0.11538461538461539,2,129,0.05881975576989859,1,0,,0,14144.518,0
bank of botswana,BWA,2014,BWP,0.2689075630252101,0.025210084033613446,0.12605042016806722,0.08403361344537816,0.453781512605042,0.03361344537815126,0.008403361344537815,0.8487394957983193,0.15126050420168066,0.15625,0,0,0.3,0.16666666666666666,0,1,0.723404255319149,0.02127659574468085,0.02127659574468085,0.0851063829787234,0.14893617021276595,0.1702127659574468,0.10638297872340426,2,119,0.04414736459443373,1,0,,0,14665.272,0
bank of botswana,BWA,2015,BWP,0.0967741935483871,0,0.03225806451612903,0.6451612903225806,0.22580645161290322,0,0,0.7419354838709677,0.25806451612903225,0.3333333333333333,,0,0.25,0.2857142857142857,,,0.08333333333333333,0.08333333333333333,0,0.16666666666666666,0.6666666666666666,0.75,0.16666666666666666,1,31,0.03054237635252749,1,0,,0,13682.704,0
bank of botswana,BWA,2016,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.02809703296921682,1,0,,0,14373.519,
bank of botswana,BWA,2017,BWP,0.19879518072289157,0.05220883534136546,0.09437751004016064,0.43775100401606426,0.1706827309236948,0.04216867469879518,0.004016064257028112,0.7228915662650602,0.27710843373493976,0.35353535353535354,0.15384615384615385,0.3191489361702128,0.24311926605504589,0.24705882352941178,0.38095238095238093,1,0.2712765957446808,0.18085106382978725,0.047872340425531915,0.11702127659574468,0.3829787234042553,0.5638297872340425,0.16489361702127658,6,498,0.03296058968882186,1,0,,0,14656.773,
bank of botswana,BWA,2018,BWP,0.29086538461538464,0.038461538461538464,0.08413461538461539,0.47836538461538464,0.0985576923076923,0.007211538461538462,0.002403846153846154,0.6442307692307693,0.3557692307692308,0.3884297520661157,0,0.14285714285714285,0.41708542713567837,0.2926829268292683,0.3333333333333333,0,0.20567375886524822,0.24113475177304963,0,0.03546099290780142,0.5177304964539007,0.7588652482269503,0.03546099290780142,7,416,0.03240786945782086,1,0,,0,14962.081,
bank of botswana,BWA,2019,BWP,0.18716577540106952,0.0427807486631016,0.16042780748663102,0.23529411764705882,0.32085561497326204,0.053475935828877004,0,0.7914438502673797,0.20855614973262032,0.2857142857142857,0,0.2,0.22727272727272727,0.18333333333333332,0.2,,0.27710843373493976,0.08433734939759036,0.04819277108433735,0.12048192771084337,0.46987951807228917,0.5542168674698795,0.1686746987951807,4,187,0.027448243777622568,1,0,,0,15117.995,
bank of botswana,BWA,2020,BWP,0.2087378640776699,0.07281553398058252,0.19902912621359223,0.14563106796116504,0.2669902912621359,0.08737864077669903,0.019417475728155338,0.7233009708737864,0.2766990291262136,0.27906976744186046,0.13333333333333333,0.2926829268292683,0.13333333333333333,0.34545454545454546,0.3888888888888889,0.25,0.3673469387755102,0.08163265306122448,0.17346938775510204,0.16326530612244897,0.21428571428571427,0.29591836734693877,0.336734693877551,3,206,0.018902763525810932,1,0,,0,13545.674,
bank of botswana,BWA,2021,BWP,0.23163841807909605,0.011299435028248588,0.13559322033898305,0.519774011299435,0.02824858757062147,0.062146892655367235,0.011299435028248588,0.6384180790960452,0.3615819209039548,0.3902439024390244,0.5,0.5,0.29347826086956524,0,0.6363636363636364,0.5,0,0.2,0.12727272727272726,0.36363636363636365,0.3090909090909091,0.509090909090909,0.4909090909090909,3,177,0.06678921214989404,1,0,,0,14871.674,
bank of botswana,BWA,2022,BWP,0.16753926701570682,0.06806282722513089,0.14136125654450263,0.21465968586387435,0.3507853403141361,0.04712041884816754,0.005235602094240838,0.6858638743455497,0.31413612565445026,0.34375,0.23076923076923078,0.25925925925925924,0.21951219512195122,0.417910447761194,0.2222222222222222,0,0.4117647058823529,0.011764705882352941,0.07058823529411765,0.23529411764705882,0.27058823529411763,0.2823529411764706,0.3058823529411765,2,191,0.12200182318364662,1,0,,0,15538.13,
bank of botswana,BWA,2023,BWP,,,,,,,,,,,,,,,,,,,,,,,,,,0.06499993972781068,,,,0,15823.421,
bank of canada,CAN,1997,CAD,0.1486111111111111,0.10972222222222222,0.2708333333333333,0.02638888888888889,0.37777777777777777,0.06666666666666667,0,0.7069444444444445,0.29305555555555557,0.2897196261682243,0.08860759493670886,0.21025641025641026,0.10526315789473684,0.41544117647058826,0.3541666666666667,,0.7548387096774194,0.016129032258064516,0.08709677419354839,0.12258064516129032,0.01935483870967742,0.035483870967741936,0.20967741935483872,7,720,0.016215912285634043,1,0,0.5760476574961646,1,37190.072,0
bank of canada,CAN,1998,CAD,0.14195979899497488,0.157035175879397,0.24120603015075376,0.10301507537688442,0.3278894472361809,0.028894472361809045,0,0.7474874371859297,0.25251256281407036,0.4336283185840708,0.112,0.19791666666666666,0.18292682926829268,0.31417624521072796,0.13043478260869565,,0.6554878048780488,0.10060975609756098,0.06707317073170732,0.10365853658536585,0.07317073170731707,0.17378048780487804,0.17073170731707318,6,796,0.009959387829627978,1,0,0.4924341036567599,1,38310.301,0
bank of canada,CAN,1999,CAD,0.18099547511312217,0.10678733031674208,0.2579185520361991,0.15384615384615385,0.2687782805429864,0.03167420814479638,0,0.7610859728506787,0.23891402714932128,0.195,0.16101694915254236,0.17543859649122806,0.3,0.31986531986531985,0.2857142857142857,,0.5092592592592593,0.14506172839506173,0.07098765432098765,0.09876543209876543,0.17592592592592593,0.32098765432098764,0.1697530864197531,9,1105,0.01734471386152715,1,0,1.0554112306963872,1,39965.605,0
bank of canada,CAN,2000,CAD,0.15853658536585366,0.1425891181988743,0.1894934333958724,0.027204502814258912,0.4437148217636023,0.038461538461538464,0,0.7551594746716698,0.2448405253283302,0.2485207100591716,0.16447368421052633,0.17326732673267325,0.06896551724137931,0.3023255813953488,0.34146341463414637,,0.7707865168539326,0.008988764044943821,0.058426966292134834,0.10786516853932585,0.05393258426966292,0.06292134831460675,0.1662921348314607,9,1066,0.027194399569197693,1,0,0.7685730186480189,1,41650.361,0
bank of canada,CAN,2001,CAD,0.16146297948260482,0.08385370205173952,0.2792149866190901,0.0847457627118644,0.3586083853702052,0.030330062444246207,8.920606601248885e-4,0.7297056199821588,0.27029438001784123,0.3149171270718232,0.18085106382978725,0.15335463258785942,0.3263157894736842,0.3407960199004975,0.35294117647058826,1,0.6094674556213018,0.10059171597633136,0.045364891518737675,0.10453648915187377,0.14003944773175542,0.2406311637080868,0.14990138067061143,12,1121,0.025247706422018363,1,0,0.628969471153846,1,41952.425,0
bank of canada,CAN,2002,CAD,0.18222222222222223,0.06944444444444445,0.1988888888888889,0.08555555555555555,0.3605555555555556,0.09888888888888889,0,0.7583333333333333,0.24166666666666667,0.2804878048780488,0.152,0.12011173184357542,0.34415584415584416,0.28197226502311246,0.25280898876404495,,0.534102833158447,0.05246589716684155,0.12277019937040923,0.22350472193074503,0.06715634837355719,0.11962224554039874,0.3462749213011542,18,1800,0.022590838898377052,1,0,0.5105449318910258,1,42752.974,0
bank of canada,CAN,2003,CAD,0.29803545759463346,0.11883085769046478,0.17489218974604695,0.056061332055582176,0.27311931001437473,0.07666506947771921,4.791566842357451e-4,0.7283181600383325,0.27168183996166745,0.3327974276527331,0.25,0.1643835616438356,0.3504273504273504,0.26666666666666666,0.275,1,0.5899053627760252,0.04416403785488959,0.19558359621451105,0.11356466876971609,0.056782334384858045,0.10094637223974763,0.30914826498422715,18,2087,0.027582206576526075,1,0,0.750386234338578,1,43117.353,0
bank of canada,CAN,2004,CAD,0.29805194805194807,0.10974025974025974,0.2077922077922078,0.1525974025974026,0.18181818181818182,0.045454545454545456,0.004545454545454545,0.6941558441558442,0.30584415584415586,0.35294117647058826,0.24260355029585798,0.265625,0.3276595744680851,0.275,0.38571428571428573,0.2857142857142857,0.4780793319415449,0.11899791231732777,0.12317327766179541,0.11064718162839249,0.16910229645093947,0.2881002087682672,0.23382045929018788,18,1540,0.018569343065693442,1,0,0.47172231934731945,1,44033.292,0
bank of canada,CAN,2005,CAD,0.30087755954868367,0.10739657333890514,0.18094442122858337,0.11157542833263685,0.2557459256163811,0.04346009193480986,0,0.7049728374425407,0.29502716255745925,0.32916666666666666,0.2140077821011673,0.2517321016166282,0.3295880149812734,0.29248366013071897,0.36538461538461536,,0.6348167539267016,0.08769633507853403,0.056282722513089,0.09424083769633508,0.12696335078534032,0.21465968586387435,0.1505235602094241,24,2393,0.02213877582220177,1,0,0.678242863126457,1,45016.847,0
bank of canada,CAN,2006,CAD,0.22538860103626943,0.17172464840858623,0.23019985196151,0.1384159881569208,0.20466321243523317,0.028867505551443375,3.700962250185048e-4,0.6965210954848261,0.30347890451517395,0.3694581280788177,0.33620689655172414,0.18810289389067525,0.30213903743315507,0.32007233273056057,0.38461538461538464,1,0.5338078291814946,0.11506524317912219,0.04151838671411625,0.1103202846975089,0.199288256227758,0.3143534994068802,0.15183867141162516,25,2702,0.02002336994624922,1,0,0.5403115384615385,1,45740.722,0
bank of canada,CAN,2007,CAD,0.2190704032809296,0.10628844839371156,0.16643882433356116,0.2556390977443609,0.21257689678742311,0.03896103896103896,0.0010252904989747095,0.721120984278879,0.278879015721121,0.3291731669266771,0.2990353697749196,0.16427104722792607,0.2540106951871658,0.3070739549839228,0.4473684210526316,0,0.4160516605166052,0.22047970479704798,0.02952029520295203,0.06549815498154982,0.26845018450184505,0.488929889298893,0.09501845018450185,29,2926,0.021380719777853115,1,0,0.11734999999999984,1,46234.5,0
bank of canada,CAN,2008,CAD,0.20075187969924813,0.06390977443609022,0.11917293233082707,0.34849624060150375,0.2503759398496241,0.012781954887218045,0.004511278195488722,0.7552631578947369,0.24473684210526317,0.2940074906367041,0.11764705882352941,0.15772870662460567,0.22761596548004315,0.2927927927927928,0.4117647058823529,0.3333333333333333,0.2670364500792393,0.2797147385103011,0.008716323296354992,0.04595879556259905,0.39857369255150554,0.6782884310618067,0.05467511885895404,24,2660,0.023705697622252095,1,0,-0.3664811188811188,1,46205.531,0
bank of canada,CAN,2009,CAD,0.13458262350936967,0.07393526405451448,0.17137989778534923,0.35366269165247016,0.23373083475298126,0.029642248722316866,6.814310051107325e-4,0.7298126064735946,0.2701873935264055,0.3493670886075949,0.22119815668202766,0.17296222664015903,0.26878612716763006,0.2988338192419825,0.39080459770114945,0,0.23198061780738946,0.27135069654754695,0.031496062992125984,0.10660205935796487,0.3585705632949727,0.6299212598425197,0.13809812235009086,24,2935,0.002988816043193284,1,0,-0.10440669798951041,1,44343.806,0
bank of canada,CAN,2010,CAD,0.1921519775770788,0.07443164123326067,0.1999377141077546,0.3148551853005294,0.17066334475241357,0.04515727187791965,0.0021800062285892243,0.7203363438181252,0.27966365618187483,0.3354943273905997,0.28451882845188287,0.20404984423676012,0.29475766567754697,0.27007299270072993,0.296551724137931,0.42857142857142855,0.17484276729559747,0.2490566037735849,0.0830188679245283,0.08867924528301886,0.40440251572327046,0.6534591194968553,0.17169811320754716,23,3211,0.01777459299327984,1,0,0.409883249562937,1,45206.134,0
bank of canada,CAN,2011,CAD,0.2194767441860465,0.09215116279069767,0.1697674418604651,0.3354651162790698,0.13662790697674418,0.04215116279069767,0.00436046511627907,0.7436046511627907,0.2563953488372093,0.2993377483443709,0.20504731861198738,0.1643835616438356,0.27469670710571925,0.2723404255319149,0.31724137931034485,0.26666666666666666,0.15855969677826912,0.34365129500947567,0.07138344914718889,0.07959570435881239,0.346809854706254,0.6904611497157296,0.15097915350600127,31,3440,0.029115543458662158,1,0,0.18632962306790413,1,46165.98,0
